name,tokens,lemmes,keywords,tfidf,score
,"['search', 'engine', 'optimization', 'digital', 'solution', 'conversion', 'rat', 'optimization', 'enhanced', 'digital', 'presence', 'exceptional', 'user', 'experience', 'paid', 'media', 'campaign', 'interview', 'serie', 'introducing', 'entreprise', 'nom', 'leading', 'provider', 'search', 'engine', 'optimization', 'digital', 'solution', 'conversion', 'rat', 'optimization', 'enhanced', 'digital', 'presence', 'exceptional', 'user', 'experience', 'team', 'specialize', 'paid', 'media', 'campaigns', 'utilizes', 'latest', 'technologie', 'deliver', 'results']","['search', 'engine', 'optimization', 'digital', 'solution', 'conversion', 'rat', 'optimization', 'enhanced', 'digital', 'presence', 'exceptional', 'user', 'experience', 'paid', 'media', 'campaign', 'interview', 'serie', 'introducing', 'entreprise', 'nom', 'leading', 'provider', 'search', 'engine', 'optimization', 'digital', 'solution', 'conversion', 'rat', 'optimization', 'enhanced', 'digital', 'presence', 'exceptional', 'user', 'experience', 'team', 'specialize', 'paid', 'media', 'campaigns', 'utilizes', 'latest', 'technologie', 'deliver', 'results']","['optimization', 'digital', 'search', 'engine', 'solution', 'conversion', 'rat', 'enhanced', 'presence', 'exceptional']","[('digital', np.float64(0.25766265056033233)), ('optimization', np.float64(0.25766265056033233)), ('conversion', np.float64(0.12883132528016616)), ('conversion rat', np.float64(0.12883132528016616)), ('conversion rat optimization', np.float64(0.12883132528016616)), ('digital presence', np.float64(0.12883132528016616)), ('digital presence exceptional', np.float64(0.12883132528016616)), ('digital solution', np.float64(0.12883132528016616)), ('digital solution conversion', np.float64(0.12883132528016616)), ('engine', np.float64(0.12883132528016616)), ('engine optimization', np.float64(0.12883132528016616)), ('engine optimization digital', np.float64(0.12883132528016616)), ('enhanced', np.float64(0.12883132528016616)), ('enhanced digital', np.float64(0.12883132528016616)), ('enhanced digital presence', np.float64(0.12883132528016616)), ('exceptional', np.float64(0.12883132528016616)), ('exceptional user', np.float64(0.12883132528016616)), ('exceptional user experience', np.float64(0.12883132528016616)), ('experience', np.float64(0.12883132528016616)), ('media', np.float64(0.12883132528016616))]",8
Brandwatch,"['consumer', 'intelligence', 'social', 'media', 'management', 'influencer', 'marketing', 'news', 'priority', 'support', 'resource', 'event', 'webinars', 'conter', 'industry', 'leading', 'insight', 'report', 'brandwatch', 'academy', 'certification', 'upskilling', 'social', 'media', 'glossary', 'brandwatch', 'bulletin', 'introducing', 'brandwatch', 'leading', 'provider', 'comprehensive', 'consumer', 'intelligence', 'solution', 'service', 'include', 'social', 'media', 'management', 'influencer', 'marketing', 'news', 'monitoring', 'priority', 'support', 'resource', 'event', 'webinars', 'content', 'creation', 'industry', 'leading', 'insight', 'report', 'additionally', 'offer', 'brandwatch', 'academy', 'certification', 'upskilling', 'program', 'social', 'media', 'glossary', 'brandwatch', 'bulletin', 'cutting', 'edge', 'technology', 'expertise', 'consumer', 'behavior', 'help', 'businesses', 'stay', 'ahead', 'curve', 'fast', 'paced', 'digital', 'landscape']","['consumer', 'intelligence', 'social', 'media', 'management', 'influencer', 'marketing', 'news', 'priority', 'support', 'resource', 'event', 'webinars', 'conter', 'industry', 'leading', 'insight', 'report', 'brandwatch', 'academy', 'certification', 'upskilling', 'social', 'media', 'glossary', 'brandwatch', 'bulletin', 'introducing', 'brandwatch', 'leading', 'provider', 'comprehensive', 'consumer', 'intelligence', 'solution', 'service', 'include', 'social', 'media', 'management', 'influencer', 'marketing', 'news', 'monitoring', 'priority', 'support', 'resource', 'event', 'webinars', 'content', 'creation', 'industry', 'leading', 'insight', 'report', 'additionally', 'offer', 'brandwatch', 'academy', 'certification', 'upskilling', 'program', 'social', 'media', 'glossary', 'brandwatch', 'bulletin', 'cutting', 'edge', 'technology', 'expertise', 'consumer', 'behavior', 'help', 'businesses', 'stay', 'ahead', 'curve', 'fast', 'paced', 'digital', 'landscape']","['brandwatch', 'social', 'media', 'consumer', 'leading', 'intelligence', 'management', 'influencer', 'marketing', 'news']","[('brandwatch', np.float64(0.24663181183349503)), ('media', np.float64(0.197305449466796)), ('social', np.float64(0.197305449466796)), ('social media', np.float64(0.197305449466796)), ('consumer', np.float64(0.14797908710009702)), ('leading', np.float64(0.14797908710009702)), ('academy', np.float64(0.098652724733398)), ('academy certification', np.float64(0.098652724733398)), ('academy certification upskilling', np.float64(0.098652724733398)), ('brandwatch academy', np.float64(0.098652724733398)), ('brandwatch academy certification', np.float64(0.098652724733398)), ('brandwatch bulletin', np.float64(0.098652724733398)), ('bulletin', np.float64(0.098652724733398)), ('certification', np.float64(0.098652724733398)), ('certification upskilling', np.float64(0.098652724733398)), ('consumer intelligence', np.float64(0.098652724733398)), ('event', np.float64(0.098652724733398)), ('event webinars', np.float64(0.098652724733398)), ('glossary', np.float64(0.098652724733398)), ('glossary brandwatch', np.float64(0.098652724733398))]",8
Medianet Group,"['web', 'intranet', 'extranet', 'development', 'mobile', 'solution', 'infochannel', 'borne', 'maintenanc', 'webmastering', 'infogérance', 'hosting', 'audit', 'test', 'factory', 'community', 'management', 'referencement', 'growth', 'marketing', 'welcome', 'medianet', 'group', 'leading', 'provider', 'web', 'intranet', 'extranet', 'development', 'mobile', 'solution', 'infochannel', 'borne', 'maintenance', 'webmastering', 'infogérance', 'hosting', 'audit', 'test', 'factory', 'community', 'management', 'referencement', 'growth', 'marketing', 'service', 'team', 'specializes', 'latest', 'technologie', 'deliver', 'innovativ', 'solution', 'meet', 'business', 'needs']","['web', 'intranet', 'extranet', 'development', 'mobile', 'solution', 'infochannel', 'borne', 'maintenanc', 'webmastering', 'infogérance', 'hosting', 'audit', 'test', 'factory', 'community', 'management', 'referencement', 'growth', 'marketing', 'welcome', 'medianet', 'group', 'leading', 'provider', 'web', 'intranet', 'extranet', 'development', 'mobile', 'solution', 'infochannel', 'borne', 'maintenance', 'webmastering', 'infogérance', 'hosting', 'audit', 'test', 'factory', 'community', 'management', 'referencement', 'growth', 'marketing', 'service', 'team', 'specializes', 'latest', 'technologie', 'deliver', 'innovativ', 'solution', 'meet', 'business', 'needs']","['solution', 'web', 'intranet', 'extranet', 'development', 'mobile', 'infochannel', 'borne', 'webmastering', 'infogérance']","[('solution', np.float64(0.1822370217692361)), ('audit', np.float64(0.1214913478461574)), ('audit test', np.float64(0.1214913478461574)), ('audit test factory', np.float64(0.1214913478461574)), ('borne', np.float64(0.1214913478461574)), ('community', np.float64(0.1214913478461574)), ('community management', np.float64(0.1214913478461574)), ('community management referencement', np.float64(0.1214913478461574)), ('development', np.float64(0.1214913478461574)), ('development mobile', np.float64(0.1214913478461574)), ('development mobile solution', np.float64(0.1214913478461574)), ('extranet', np.float64(0.1214913478461574)), ('extranet development', np.float64(0.1214913478461574)), ('extranet development mobile', np.float64(0.1214913478461574)), ('factory', np.float64(0.1214913478461574)), ('factory community', np.float64(0.1214913478461574)), ('factory community management', np.float64(0.1214913478461574)), ('growth', np.float64(0.1214913478461574)), ('growth marketing', np.float64(0.1214913478461574)), ('hosting', np.float64(0.1214913478461574))]",8
Xtensus,"['recruitment', 'marketing', 'consulting', 'xtensu', 'leading', 'provider', 'recruitment', 'marketing', 'consulting', 'service', 'team', 'expert', 'leverage', 'cutting', 'edge', 'technologie', 'help', 'businesses', 'achieve', 'goal', 'grow', 'focus', 'innovation', 'excellence', 'xtensu', 'ideal', 'partner', 'organization', 'looking', 'succeed', 'fast', 'paced', 'business', 'environment']","['recruitment', 'marketing', 'consulting', 'xtensu', 'leading', 'provider', 'recruitment', 'marketing', 'consulting', 'service', 'team', 'expert', 'leverage', 'cutting', 'edge', 'technologie', 'help', 'businesses', 'achieve', 'goal', 'grow', 'focus', 'innovation', 'excellence', 'xtensu', 'ideal', 'partner', 'organization', 'looking', 'succeed', 'fast', 'paced', 'business', 'environment']","['recruitment', 'marketing', 'consulting', 'xtensu', 'leading', 'provider', 'service', 'team', 'expert', 'leverage']","[('consulting', np.float64(0.18814417367671946)), ('marketing', np.float64(0.18814417367671946)), ('marketing consulting', np.float64(0.18814417367671946)), ('recruitment', np.float64(0.18814417367671946)), ('recruitment marketing', np.float64(0.18814417367671946)), ('recruitment marketing consulting', np.float64(0.18814417367671946)), ('xtensu', np.float64(0.18814417367671946)), ('achieve', np.float64(0.09407208683835973)), ('achieve goal', np.float64(0.09407208683835973)), ('achieve goal grow', np.float64(0.09407208683835973)), ('business', np.float64(0.09407208683835973)), ('business environment', np.float64(0.09407208683835973)), ('businesses', np.float64(0.09407208683835973)), ('businesses achieve', np.float64(0.09407208683835973)), ('businesses achieve goal', np.float64(0.09407208683835973)), ('consulting service', np.float64(0.09407208683835973)), ('consulting service team', np.float64(0.09407208683835973)), ('consulting xtensu', np.float64(0.09407208683835973)), ('consulting xtensu leading', np.float64(0.09407208683835973)), ('cutting', np.float64(0.09407208683835973))]",8
Axon,"['installation', 'maintenanc', 'training', 'support', 'manufacturing', 'financ', 'healthcar', 'idemia', 'idemia', 'teco', 'welcome', 'axon', 'leading', 'provider', 'installation', 'maintenance', 'training', 'support', 'service', 'biometric', 'technology', 'industry', 'team', 'specialize', 'idemia', 'idemia', 'teco', 'technologie', 'providing', 'cutting', 'edge', 'solution', 'security', 'needs', 'focus', 'excellenc', 'customer', 'satisfaction', 'trust', 'axon', 'provide', 'notch', 'service', 'exceed', 'expectation']","['installation', 'maintenanc', 'training', 'support', 'manufacturing', 'financ', 'healthcar', 'idemia', 'idemia', 'teco', 'welcome', 'axon', 'leading', 'provider', 'installation', 'maintenance', 'training', 'support', 'service', 'biometric', 'technology', 'industry', 'team', 'specialize', 'idemia', 'idemia', 'teco', 'technologie', 'providing', 'cutting', 'edge', 'solution', 'security', 'needs', 'focus', 'excellenc', 'customer', 'satisfaction', 'trust', 'axon', 'provide', 'notch', 'service', 'exceed', 'expectation']","['idemia', 'installation', 'training', 'support', 'teco', 'axon', 'service', 'maintenanc', 'manufacturing', 'financ']","[('idemia', np.float64(0.31234752377721214)), ('axon', np.float64(0.15617376188860607)), ('idemia idemia', np.float64(0.15617376188860607)), ('idemia idemia teco', np.float64(0.15617376188860607)), ('idemia teco', np.float64(0.15617376188860607)), ('installation', np.float64(0.15617376188860607)), ('service', np.float64(0.15617376188860607)), ('support', np.float64(0.15617376188860607)), ('teco', np.float64(0.15617376188860607)), ('training', np.float64(0.15617376188860607)), ('training support', np.float64(0.15617376188860607)), ('axon leading', np.float64(0.07808688094430304)), ('axon leading provider', np.float64(0.07808688094430304)), ('axon provide', np.float64(0.07808688094430304)), ('axon provide notch', np.float64(0.07808688094430304)), ('biometric', np.float64(0.07808688094430304)), ('biometric technology', np.float64(0.07808688094430304)), ('biometric technology industry', np.float64(0.07808688094430304)), ('customer', np.float64(0.07808688094430304)), ('customer satisfaction', np.float64(0.07808688094430304))]",8
New Technologies,"['interface', 'intuitif', 'esthétique', 'site', 'web', 'robuste', 'personnaliser', 'optimiser', 'opération', 'vitrine', 'site', 'web', 'application', 'mobile', 'performant', 'new', 'technologie', 'leading', 'provider', 'innovativ', 'digital', 'solution', 'service', 'include', 'intuitif', 'visually', 'appealing', 'interface', 'robust', 'personalized', 'website', 'artificial', 'intelligence', 'optimize', 'operation', 'website', 'storefront', 'high', 'performing', 'mobile', 'application', 'specialize', 'leveraging', 'latest', 'technologie', 'create', 'custom', 'solution', 'meet', 'client', 'unique', 'need', 'expertise', 'areas', 'makes', 'valuabl', 'partner', 'businesse', 'looking', 'stay', 'ahead', 'curve']","['interface', 'intuitif', 'esthétique', 'site', 'web', 'robuste', 'personnaliser', 'optimiser', 'opération', 'vitrine', 'site', 'web', 'application', 'mobile', 'performant', 'new', 'technologie', 'leading', 'provider', 'innovativ', 'digital', 'solution', 'service', 'include', 'intuitif', 'visually', 'appealing', 'interface', 'robust', 'personalized', 'website', 'artificial', 'intelligence', 'optimize', 'operation', 'website', 'storefront', 'high', 'performing', 'mobile', 'application', 'specialize', 'leveraging', 'latest', 'technologie', 'create', 'custom', 'solution', 'meet', 'client', 'unique', 'need', 'expertise', 'areas', 'makes', 'valuabl', 'partner', 'businesse', 'looking', 'stay', 'ahead', 'curve']","['interface', 'intuitif', 'site', 'web', 'application', 'mobile', 'technologie', 'solution', 'website', 'esthétique']","[('application', np.float64(0.1403724812687193)), ('interface', np.float64(0.1403724812687193)), ('intuitif', np.float64(0.1403724812687193)), ('mobile', np.float64(0.1403724812687193)), ('site', np.float64(0.1403724812687193)), ('site web', np.float64(0.1403724812687193)), ('solution', np.float64(0.1403724812687193)), ('technologie', np.float64(0.1403724812687193)), ('web', np.float64(0.1403724812687193)), ('website', np.float64(0.1403724812687193)), ('ahead', np.float64(0.07018624063435965)), ('ahead curve', np.float64(0.07018624063435965)), ('appealing', np.float64(0.07018624063435965)), ('appealing interface', np.float64(0.07018624063435965)), ('appealing interface robust', np.float64(0.07018624063435965)), ('application mobile', np.float64(0.07018624063435965)), ('application mobile performant', np.float64(0.07018624063435965)), ('application specialize', np.float64(0.07018624063435965)), ('application specialize leveraging', np.float64(0.07018624063435965)), ('areas', np.float64(0.07018624063435965))]",8
Agoragroup,"['recycling', 'warranty', 'extension', 'purchasing', 'spare', 'professional', 'repair', 'network', 'field', 'service', 'management', 'true', 'consumer', 'goods', 'sav', 'field', 'service', 'management', 'crm', 'logistic', 'business', 'intelligence', 'api', 'agoragroup', 'leading', 'provider', 'service', 'related', 'recycling', 'warranty', 'extension', 'spare', 'purchasing', 'professional', 'repair', 'networks', 'field', 'service', 'management', 'company', 'leverages', 'cutting', 'edge', 'technologie', 'sav', 'field', 'service', 'management', 'crm', 'logistic', 'business', 'intelligence', 'api', 'deliver', 'efficient', 'effectif', 'solution', 'client', 'strong', 'focus', 'innovation', 'customer', 'satisfaction', 'operational', 'excellence', 'earned', 'reputation', 'reliable', 'trusted', 'partners', 'industry']","['recycling', 'warranty', 'extension', 'purchasing', 'spare', 'professional', 'repair', 'network', 'field', 'service', 'management', 'true', 'consumer', 'goods', 'sav', 'field', 'service', 'management', 'crm', 'logistic', 'business', 'intelligence', 'api', 'agoragroup', 'leading', 'provider', 'service', 'related', 'recycling', 'warranty', 'extension', 'spare', 'purchasing', 'professional', 'repair', 'networks', 'field', 'service', 'management', 'company', 'leverages', 'cutting', 'edge', 'technologie', 'sav', 'field', 'service', 'management', 'crm', 'logistic', 'business', 'intelligence', 'api', 'deliver', 'efficient', 'effectif', 'solution', 'client', 'strong', 'focus', 'innovation', 'customer', 'satisfaction', 'operational', 'excellence', 'earned', 'reputation', 'reliable', 'trusted', 'partners', 'industry']","['service', 'field', 'management', 'recycling', 'warranty', 'extension', 'purchasing', 'spare', 'professional', 'repair']","[('service', np.float64(0.26802813370944867)), ('field', np.float64(0.21442250696755896)), ('field service', np.float64(0.21442250696755896)), ('field service management', np.float64(0.21442250696755896)), ('management', np.float64(0.21442250696755896)), ('service management', np.float64(0.21442250696755896)), ('api', np.float64(0.10721125348377948)), ('business', np.float64(0.10721125348377948)), ('business intelligence', np.float64(0.10721125348377948)), ('business intelligence api', np.float64(0.10721125348377948)), ('crm', np.float64(0.10721125348377948)), ('crm logistic', np.float64(0.10721125348377948)), ('crm logistic business', np.float64(0.10721125348377948)), ('extension', np.float64(0.10721125348377948)), ('intelligence', np.float64(0.10721125348377948)), ('intelligence api', np.float64(0.10721125348377948)), ('logistic', np.float64(0.10721125348377948)), ('logistic business', np.float64(0.10721125348377948)), ('logistic business intelligence', np.float64(0.10721125348377948)), ('management crm', np.float64(0.10721125348377948))]",8
HexaByte,"['internet', 'service', 'adsl', 'vdsl', 'fibre', 'optique', 'paiement', 'ligne', 'migration', 'ligne', 'webmail', 'espace', 'client', 'assistance', 'hexapro', 'hexabyte', 'entreprise', 'services', 'internet', 'connue', 'offres', 'connectivité', 'rapide', 'sécurisée', 'comprenant', 'services', 'vdsl', 'fibre', 'optique', 'paiement', 'ligne', 'migration', 'ligne', 'webmail', 'client', 'hexapro']","['internet', 'service', 'adsl', 'vdsl', 'fibre', 'optique', 'paiement', 'ligne', 'migration', 'ligne', 'webmail', 'espace', 'client', 'assistance', 'hexapro', 'hexabyte', 'entreprise', 'services', 'internet', 'connue', 'offres', 'connectivité', 'rapide', 'sécurisée', 'comprenant', 'services', 'vdsl', 'fibre', 'optique', 'paiement', 'ligne', 'migration', 'ligne', 'webmail', 'client', 'hexapro']","['ligne', 'internet', 'vdsl', 'fibre', 'optique', 'paiement', 'migration', 'webmail', 'client', 'hexapro']","[('ligne', np.float64(0.31330417999518295)), ('client', np.float64(0.15665208999759148)), ('fibre', np.float64(0.15665208999759148)), ('fibre optique', np.float64(0.15665208999759148)), ('fibre optique paiement', np.float64(0.15665208999759148)), ('hexapro', np.float64(0.15665208999759148)), ('internet', np.float64(0.15665208999759148)), ('ligne migration', np.float64(0.15665208999759148)), ('ligne migration ligne', np.float64(0.15665208999759148)), ('ligne webmail', np.float64(0.15665208999759148)), ('migration', np.float64(0.15665208999759148)), ('migration ligne', np.float64(0.15665208999759148)), ('migration ligne webmail', np.float64(0.15665208999759148)), ('optique', np.float64(0.15665208999759148)), ('optique paiement', np.float64(0.15665208999759148)), ('optique paiement ligne', np.float64(0.15665208999759148)), ('paiement', np.float64(0.15665208999759148)), ('paiement ligne', np.float64(0.15665208999759148)), ('paiement ligne migration', np.float64(0.15665208999759148)), ('services', np.float64(0.15665208999759148))]",8
ITGate Group,"['web', 'development', 'seo', 'design', 'marketing', 'gate', 'group', 'leading', 'provider', 'web', 'development', 'seo', 'design', 'marketing', 'service', 'focus', 'delivering', 'exceptional', 'results', 'company', 'leverages', 'cutting', 'edge', 'technologie', 'ensure', 'client', 'receive', 'best', 'service', 'key', 'strengths', 'gate', 'group', 'include', 'commitment', 'excellence', 'expertise', 'multiple', 'areas', 'ability', 'adapt', 'changing', 'landscape', 'digital', 'marketing', 'looking', 'improve', 'visibility', 'drive', 'traffic', 'site', 'gate', 'group', 'skills', 'experience', 'help', 'achieve', 'goal']","['web', 'development', 'seo', 'design', 'marketing', 'gate', 'group', 'leading', 'provider', 'web', 'development', 'seo', 'design', 'marketing', 'service', 'focus', 'delivering', 'exceptional', 'results', 'company', 'leverages', 'cutting', 'edge', 'technologie', 'ensure', 'client', 'receive', 'best', 'service', 'key', 'strengths', 'gate', 'group', 'include', 'commitment', 'excellence', 'expertise', 'multiple', 'areas', 'ability', 'adapt', 'changing', 'landscape', 'digital', 'marketing', 'looking', 'improve', 'visibility', 'drive', 'traffic', 'site', 'gate', 'group', 'skills', 'experience', 'help', 'achieve', 'goal']","['marketing', 'gate', 'group', 'web', 'development', 'seo', 'design', 'service', 'leading', 'provider']","[('gate', np.float64(0.2027212135198458)), ('gate group', np.float64(0.2027212135198458)), ('group', np.float64(0.2027212135198458)), ('marketing', np.float64(0.2027212135198458)), ('design', np.float64(0.13514747567989718)), ('design marketing', np.float64(0.13514747567989718)), ('development', np.float64(0.13514747567989718)), ('development seo', np.float64(0.13514747567989718)), ('development seo design', np.float64(0.13514747567989718)), ('seo', np.float64(0.13514747567989718)), ('seo design', np.float64(0.13514747567989718)), ('seo design marketing', np.float64(0.13514747567989718)), ('service', np.float64(0.13514747567989718)), ('web', np.float64(0.13514747567989718)), ('web development', np.float64(0.13514747567989718)), ('web development seo', np.float64(0.13514747567989718)), ('ability', np.float64(0.06757373783994859)), ('ability adapt', np.float64(0.06757373783994859)), ('ability adapt changing', np.float64(0.06757373783994859)), ('achieve', np.float64(0.06757373783994859))]",8
GlobalNet (Gnet),"['uno', 'adsl', 'vdsl', 'rapido', 'fibre', 'optique', 'eset', 'home', 'security', 'essential', 'connexion', 'manager', 'gnetbusiness', 'gramme', 'kid', 'protect', 'children', 'web', 'threats', 'gramme', 'cloud', 'securely', 'store', 'access', 'dater', 'gramme', 'antiviru', 'secur', 'viruse', 'gnetnews', 'latest', 'news', 'update', 'globalnet', 'globalnet', 'gnet', 'leading', 'provider', 'internet', 'security', 'solution', 'market', 'portfolio', 'includer', 'uno', 'adsl', 'vdsl', 'rapido', 'fibre', 'optique', 'eset', 'home', 'security', 'essential', 'connexion', 'manager', 'gnetbusiness', 'prid', 'ourselve', 'latest', 'technologie', 'offer', 'client', 'fast', 'reliable', 'secur', 'internet', 'service']","['uno', 'adsl', 'vdsl', 'rapido', 'fibre', 'optique', 'eset', 'home', 'security', 'essential', 'connexion', 'manager', 'gnetbusiness', 'gramme', 'kid', 'protect', 'children', 'web', 'threats', 'gramme', 'cloud', 'securely', 'store', 'access', 'dater', 'gramme', 'antiviru', 'secur', 'viruse', 'gnetnews', 'latest', 'news', 'update', 'globalnet', 'globalnet', 'gnet', 'leading', 'provider', 'internet', 'security', 'solution', 'market', 'portfolio', 'includer', 'uno', 'adsl', 'vdsl', 'rapido', 'fibre', 'optique', 'eset', 'home', 'security', 'essential', 'connexion', 'manager', 'gnetbusiness', 'prid', 'ourselve', 'latest', 'technologie', 'offer', 'client', 'fast', 'reliable', 'secur', 'internet', 'service']","['security', 'gramme', 'uno', 'adsl', 'vdsl', 'rapido', 'fibre', 'optique', 'eset', 'home']","[('gramme', np.float64(0.17586311452816478)), ('security', np.float64(0.17586311452816478)), ('adsl', np.float64(0.11724207635210984)), ('adsl vdsl', np.float64(0.11724207635210984)), ('adsl vdsl rapido', np.float64(0.11724207635210984)), ('connexion', np.float64(0.11724207635210984)), ('connexion manager', np.float64(0.11724207635210984)), ('connexion manager gnetbusiness', np.float64(0.11724207635210984)), ('eset', np.float64(0.11724207635210984)), ('eset home', np.float64(0.11724207635210984)), ('eset home security', np.float64(0.11724207635210984)), ('essential', np.float64(0.11724207635210984)), ('essential connexion', np.float64(0.11724207635210984)), ('essential connexion manager', np.float64(0.11724207635210984)), ('fibre', np.float64(0.11724207635210984)), ('fibre optique', np.float64(0.11724207635210984)), ('fibre optique eset', np.float64(0.11724207635210984)), ('globalnet', np.float64(0.11724207635210984)), ('gnetbusiness', np.float64(0.11724207635210984)), ('home', np.float64(0.11724207635210984))]",8
Abshore,"['icon', 'library', 'awesome', 'css', 'abshore', 'nouvelle', 'entreprise', 'offre', 'bibliothèque', 'qualité', 'utilisons', 'technologies', 'awesome', 'css', 'créer', 'ensemble', 'cohérent', 'faciles', 'intégrer', 'projet', 'somme', 'spécialisés', 'création', 'personnalisée', 'offrons', 'gamme', 'services', 'aideront', 'faire', 'choix', 'icônes', 'conviennent', 'mieux', 'besoin']","['icon', 'library', 'awesome', 'css', 'abshore', 'nouvelle', 'entreprise', 'offre', 'bibliothèque', 'qualité', 'utilisons', 'technologies', 'awesome', 'css', 'créer', 'ensemble', 'cohérent', 'faciles', 'intégrer', 'projet', 'somme', 'spécialisés', 'création', 'personnalisée', 'offrons', 'gamme', 'services', 'aideront', 'faire', 'choix', 'icônes', 'conviennent', 'mieux', 'besoin']","['awesome', 'css', 'icon', 'library', 'abshore', 'nouvelle', 'entreprise', 'offre', 'bibliothèque', 'qualité']","[('awesome', np.float64(0.19518001458970666)), ('awesome css', np.float64(0.19518001458970666)), ('css', np.float64(0.19518001458970666)), ('abshore', np.float64(0.09759000729485333)), ('abshore nouvelle', np.float64(0.09759000729485333)), ('abshore nouvelle entreprise', np.float64(0.09759000729485333)), ('aideront', np.float64(0.09759000729485333)), ('aideront faire', np.float64(0.09759000729485333)), ('aideront faire choix', np.float64(0.09759000729485333)), ('awesome css abshore', np.float64(0.09759000729485333)), ('awesome css créer', np.float64(0.09759000729485333)), ('besoin', np.float64(0.09759000729485333)), ('bibliothèque', np.float64(0.09759000729485333)), ('bibliothèque qualité', np.float64(0.09759000729485333)), ('bibliothèque qualité utilisons', np.float64(0.09759000729485333)), ('choix', np.float64(0.09759000729485333)), ('choix icônes', np.float64(0.09759000729485333)), ('choix icônes conviennent', np.float64(0.09759000729485333)), ('cohérent', np.float64(0.09759000729485333)), ('cohérent faciles', np.float64(0.09759000729485333))]",8
STEPS,"['end', 'end', 'solution', 'driven', 'devops', 'approach', 'assured', 'data', 'driven', 'solution', 'custom', 'development', 'service', 'commerce', 'headles', 'uiux', 'api', 'integration', 'architecture', 'dater', 'science', 'service', 'dater', 'mining', 'dater', 'management', 'dater', 'analytics', 'machine', 'learning', 'eric', 'ferreol', 'kwlog', 'stephan', 'vogel', 'devops', 'continuous', 'integration', 'continuous', 'delivery', 'automation', 'higher', 'collaboration', 'trust', 'steps', 'leading', 'provider', 'end', 'end', 'solution', 'integrate', 'driven', 'devop', 'approach', 'assured', 'data', 'driven', 'solution', 'custom', 'development', 'service', 'headless', 'uiux', 'api', 'integration', 'team', 'specialize', 'architecture', 'dater', 'science', 'service', 'data', 'mining', 'data', 'management', 'dater', 'analytics', 'machine', 'learning', 'leverage', 'latest', 'technologie', 'devops', 'continuou', 'integration', 'continuou', 'delivery', 'automation', 'higher', 'collaboration', 'trust', 'deliver', 'exceptional', 'results', 'client']","['end', 'end', 'solution', 'driven', 'devops', 'approach', 'assured', 'data', 'driven', 'solution', 'custom', 'development', 'service', 'commerce', 'headles', 'uiux', 'api', 'integration', 'architecture', 'dater', 'science', 'service', 'dater', 'mining', 'dater', 'management', 'dater', 'analytics', 'machine', 'learning', 'eric', 'ferreol', 'kwlog', 'stephan', 'vogel', 'devops', 'continuous', 'integration', 'continuous', 'delivery', 'automation', 'higher', 'collaboration', 'trust', 'steps', 'leading', 'provider', 'end', 'end', 'solution', 'integrate', 'driven', 'devop', 'approach', 'assured', 'data', 'driven', 'solution', 'custom', 'development', 'service', 'headless', 'uiux', 'api', 'integration', 'team', 'specialize', 'architecture', 'dater', 'science', 'service', 'data', 'mining', 'data', 'management', 'dater', 'analytics', 'machine', 'learning', 'leverage', 'latest', 'technologie', 'devops', 'continuou', 'integration', 'continuou', 'delivery', 'automation', 'higher', 'collaboration', 'trust', 'deliver', 'exceptional', 'results', 'client']","['dater', 'end', 'solution', 'driven', 'data', 'service', 'integration', 'devops', 'approach', 'assured']","[('dater', np.float64(0.2667325346846322)), ('data', np.float64(0.17782168978975482)), ('driven', np.float64(0.17782168978975482)), ('end', np.float64(0.17782168978975482)), ('integration', np.float64(0.17782168978975482)), ('service', np.float64(0.17782168978975482)), ('solution', np.float64(0.17782168978975482)), ('devops', np.float64(0.1333662673423161)), ('analytics', np.float64(0.08891084489487741)), ('analytics machine', np.float64(0.08891084489487741)), ('analytics machine learning', np.float64(0.08891084489487741)), ('api', np.float64(0.08891084489487741)), ('api integration', np.float64(0.08891084489487741)), ('approach', np.float64(0.08891084489487741)), ('approach assured', np.float64(0.08891084489487741)), ('approach assured data', np.float64(0.08891084489487741)), ('architecture', np.float64(0.08891084489487741)), ('architecture dater', np.float64(0.08891084489487741)), ('architecture dater science', np.float64(0.08891084489487741)), ('assured', np.float64(0.08891084489487741))]",8
